,Data Value,Type,Location,Time Period
9200,15.7,Nitrogen dioxide (NO2),Rego Park and Forest Hills (CD6),Annual Average 2020
9201,15.7,Nitrogen dioxide (NO2),Rockaway and Broad Channel (CD14),Winter 2021-22
9202,15.7,Nitrogen dioxide (NO2),Union Square - Lower East Side,Summer 2021
9203,15.7,Fine particles (PM 2.5),Fordham and University Heights (CD5),Winter 2008-09
9204,15.7,Nitrogen dioxide (NO2),Upper West Side,Summer 2021
9205,15.7,Nitrogen dioxide (NO2),Port Richmond,Annual Average 2021
9206,15.7,Nitrogen dioxide (NO2),Flushing and Whitestone (CD7),Annual Average 2021
9207,15.7,Nitrogen dioxide (NO2),Upper West Side (CD7),Summer 2021
9208,15.7,Cardiovascular hospitalizations due to PM2.5 (age 40+),Downtown - Heights - Slope,2012-2014
9209,15.7,Nitrogen dioxide (NO2),Rego Park and Forest Hills (CD6),Summer 2014
9210,15.7,Nitrogen dioxide (NO2),Jackson Heights (CD3),Summer 2017
9211,15.7,Nitrogen dioxide (NO2),Rockaways,Winter 2021-22
9212,15.7,Nitrogen dioxide (NO2),Morris Park and Bronxdale (CD11),Summer 2015
9213,15.7,Nitrogen dioxide (NO2),Ridgewood - Forest Hills,Annual Average 2020
9214,15.7,Boiler Emissions- Total SO2 Emissions,Central Harlem - Morningside Heights,2013
9215,15.8,Fine particles (PM 2.5),Chelsea - Clinton,Winter 2013-14
9216,15.8,Nitrogen dioxide (NO2),Kingsbridge - Riverdale,Annual Average 2018
9217,15.8,Nitrogen dioxide (NO2),Williamsbridge and Baychester (CD12),Annual Average 2018
9218,15.8,Nitrogen dioxide (NO2),Rego Park and Forest Hills (CD6),Annual Average 2021
9219,15.8,Nitrogen dioxide (NO2),Williamsburg - Bushwick,Summer 2018
9220,15.8,Nitrogen dioxide (NO2),Hunts Point and Longwood (CD2),Summer 2019
9221,15.8,Nitrogen dioxide (NO2),West Queens,Summer 2017
9222,15.8,Nitrogen dioxide (NO2),Bayside and Little Neck (CD11),Summer 2011
9223,15.8,Nitrogen dioxide (NO2),Bayside - Little Neck,Annual Average 2018
9224,15.8,Nitrogen dioxide (NO2),Washington Heights and Inwood (CD12),Summer 2016
9225,15.8,Fine particles (PM 2.5),Lower Manhattan,Winter 2008-09
9226,15.8,Nitrogen dioxide (NO2),Fordham - Bronx Pk,Summer 2014
9227,15.8,Nitrogen dioxide (NO2),Parkchester and Soundview (CD9),Summer 2015
9228,15.8,Nitrogen dioxide (NO2),Pelham - Throgs Neck,Annual Average 2022
9229,15.8,Nitrogen dioxide (NO2),Kingsbridge Heights and Bedford (CD7),Annual Average 2022
9230,15.8,Nitrogen dioxide (NO2),East New York,Annual Average 2019
9231,15.8,Nitrogen dioxide (NO2),Northern SI,Annual Average 2016
9232,15.8,Asthma emergency department visits due to PM2.5,Borough Park,2015-2017
9233,15.8,Asthma hospitalizations due to Ozone,Crotona -Tremont,2012-2014
9234,15.8,Nitrogen dioxide (NO2),Northeast Bronx,Summer 2015
9235,15.8,Nitrogen dioxide (NO2),Bronx,Summer 2014
9236,15.8,Nitrogen dioxide (NO2),New York City,Summer 2012
9237,15.8,Cardiovascular hospitalizations due to PM2.5 (age 40+),Greenpoint,2012-2014
9238,15.8,Nitrogen dioxide (NO2),Riverdale and Fieldston (CD8),Annual Average 2018
9239,15.8,Nitrogen dioxide (NO2),Woodside and Sunnyside (CD2),Summer 2016
9240,15.8,Nitrogen dioxide (NO2),Riverdale and Fieldston (CD8),Annual Average 2020
9241,15.8,Nitrogen dioxide (NO2),Brooklyn,Summer 2013
9242,15.8,Nitrogen dioxide (NO2),Queens,Summer 2012
9243,15.8,Nitrogen dioxide (NO2),Flatbush and Midwood (CD14),Annual Average 2019
9244,15.8,Nitrogen dioxide (NO2),South Ozone Park and Howard Beach (CD10),Summer 2013
9245,15.8,Nitrogen dioxide (NO2),Kew Gardens and Woodhaven (CD9),Annual Average 2021
9246,15.8,Nitrogen dioxide (NO2),East New York,Annual Average 2019
9247,15.8,Nitrogen dioxide (NO2),Pelham - Throgs Neck,Annual Average 2022
9248,15.8,Nitrogen dioxide (NO2),Northeast Bronx,Summer 2015
9249,15.8,Nitrogen dioxide (NO2),Rockaway and Broad Channel (CD14),Winter 2011-12
9250,15.8,Nitrogen dioxide (NO2),Williamsburg - Bushwick,Summer 2018
9251,15.8,Fine particles (PM 2.5),Midtown (CD5),Winter 2009-10
9252,15.8,Nitrogen dioxide (NO2),Throgs Neck and Co-op City (CD10),Annual Average 2018
9253,15.8,Nitrogen dioxide (NO2),Fordham - Bronx Pk,Summer 2014
9254,15.8,Nitrogen dioxide (NO2),Kingsbridge - Riverdale,Annual Average 2018
9255,15.8,Cardiovascular hospitalizations due to PM2.5 (age 40+),Queens,2009-2011
9256,15.8,Nitrogen dioxide (NO2),Parkchester and Soundview (CD9),Summer 2014
9257,15.8,Nitrogen dioxide (NO2),West Queens,Summer 2017
9258,15.9,Nitrogen dioxide (NO2),Bushwick (CD4),Summer 2014
9259,15.9,Nitrogen dioxide (NO2),Rockaways,Winter 2011-12
9260,15.9,Nitrogen dioxide (NO2),Kingsbridge - Riverdale,Annual Average 2020
9261,15.9,Nitrogen dioxide (NO2),Long Island City and Astoria (CD1),Summer 2015
9262,15.9,Nitrogen dioxide (NO2),Bronx,Summer 2013
9263,15.9,Nitrogen dioxide (NO2),Williamsburg - Bushwick,Summer 2016
9264,15.9,Nitrogen dioxide (NO2),Williamsburg - Bushwick,Summer 2016
9265,15.9,Nitrogen dioxide (NO2),Fordham and University Heights (CD5),Summer 2018
9266,15.9,Nitrogen dioxide (NO2),Woodside and Sunnyside (CD2),Summer 2017
9267,15.9,Nitrogen dioxide (NO2),Hunts Point - Mott Haven,Summer 2017
9268,15.9,Nitrogen dioxide (NO2),Kingsbridge - Riverdale,Annual Average 2020
9269,15.9,Nitrogen dioxide (NO2),Brownsville (CD16),Annual Average 2022
9270,15.9,Annual vehicle miles traveled (cars),Rockaways,2010
9271,15.9,Nitrogen dioxide (NO2),Rockaways,Winter 2011-12
9272,15.9,Nitrogen dioxide (NO2),Sheepshead Bay (CD15),Annual Average 2016
9273,15.9,Asthma emergency departments visits due to Ozone,South Beach - Tottenville,2009-2011
9274,15.9,Cardiovascular hospitalizations due to PM2.5 (age 40+),Greenpoint,2015-2017
9275,15.9,Nitrogen dioxide (NO2),Bensonhurst (CD11),Annual Average 2019
9276,15.9,Nitrogen dioxide (NO2),Borough Park,Summer 2013
9277,15.9,Nitrogen dioxide (NO2),Borough Park,Summer 2013
9278,15.9,Nitrogen dioxide (NO2),East New York and Starrett City (CD5),Annual Average 2021
9279,15.9,Nitrogen dioxide (NO2),High Bridge - Morrisania,Summer 2018
9280,15.9,Asthma emergency department visits due to PM2.5,Willowbrook,2012-2014
9281,15.9,Respiratory hospitalizations due to PM2.5 (age 20+),Williamsburg - Bushwick,2012-2014
9282,15.9,Nitrogen dioxide (NO2),Ridgewood and Maspeth (CD5),Annual Average 2022
9283,15.9,Respiratory hospitalizations due to PM2.5 (age 20+),Pelham - Throgs Neck,2015-2017
9284,15.9,Nitrogen dioxide (NO2),South Crown Heights and Lefferts Gardens (CD9),Summer 2015
9285,16.0,Nitrogen dioxide (NO2),Northeast Bronx,Annual Average 2021
9286,16.0,Asthma emergency department visits due to PM2.5,Long Island City - Astoria,2017-2019
9287,16.0,Nitrogen dioxide (NO2),Bedford Stuyvesant - Crown Heights,Summer 2015
9288,16.0,Nitrogen dioxide (NO2),Willowbrook,Annual Average 2010
9289,16.0,Nitrogen dioxide (NO2),Fordham - Bronx Pk,Annual Average 2021
9290,16.0,Nitrogen dioxide (NO2),Manhattan,Summer 2020
9291,16.0,Nitrogen dioxide (NO2),Brooklyn,Annual Average 2020
9292,16.0,Nitrogen dioxide (NO2),Northern SI,Annual Average 2015
9293,16.0,Asthma hospitalizations due to Ozone,Stapleton - St. George,2009-2011
9294,16.0,Nitrogen dioxide (NO2),Highbridge and Concourse (CD4),Summer 2018
9295,16.0,Nitrogen dioxide (NO2),Fordham - Bronx Pk,Summer 2015
9296,16.0,Nitrogen dioxide (NO2),Parkchester and Soundview (CD9),Summer 2013
9297,16.0,Nitrogen dioxide (NO2),Long Island City - Astoria,Summer 2016
9298,16.0,Asthma hospitalizations due to Ozone,New York City,2017-2019
9299,16.0,Nitrogen dioxide (NO2),Crown Heights and Prospect Heights (CD8),Summer 2016
9300,16.0,Fine particles (PM 2.5),Midtown (CD5),Summer 2009
9301,16.0,Nitrogen dioxide (NO2),Bronx,Annual Average 2019
9302,16.0,Nitrogen dioxide (NO2),Bay Ridge and Dyker Heights (CD10),Summer 2012
9303,16.0,Nitrogen dioxide (NO2),Stapleton - St. George,Annual Average 2012
9304,16.0,Nitrogen dioxide (NO2),Park Slope and Carroll Gardens (CD6),Summer 2017
9305,16.0,Asthma hospitalizations due to Ozone,Stapleton - St. George,2017-2019
9306,16.0,Nitrogen dioxide (NO2),Fordham - Bronx Pk,Summer 2015
9307,16.0,Nitrogen dioxide (NO2),Fordham - Bronx Pk,Annual Average 2021
9308,16.0,Asthma hospitalizations due to Ozone,Ridgewood - Forest Hills,2009-2011
9309,16.0,Nitrogen dioxide (NO2),South Beach - Tottenville,Winter 2011-12
9310,16.0,Nitrogen dioxide (NO2),Bedford Stuyvesant - Crown Heights,Summer 2015
9311,16.0,Asthma hospitalizations due to Ozone,Hunts Point - Mott Haven,2009-2011
9312,16.0,Asthma emergency department visits due to PM2.5,Willowbrook,2009-2011
9313,16.0,Asthma emergency department visits due to PM2.5,Upper East Side,2017-2019
9314,16.0,Nitrogen dioxide (NO2),Kingsbridge - Riverdale,Annual Average 2016
9315,16.0,Nitrogen dioxide (NO2),Kingsbridge Heights and Bedford (CD7),Summer 2016
9316,16.0,Nitrogen dioxide (NO2),Bensonhurst - Bay Ridge,Annual Average 2021
9317,16.0,Nitrogen dioxide (NO2),Bronx,Summer 2015
9318,16.0,Nitrogen dioxide (NO2),Fordham - Bronx Pk,Summer 2013
9319,16.0,Nitrogen dioxide (NO2),Ridgewood - Forest Hills,Annual Average 2021
9320,16.0,Nitrogen dioxide (NO2),Tottenville and Great Kills (CD3),Winter 2011-12
9321,16.0,Nitrogen dioxide (NO2),Bedford Stuyvesant (CD3),Summer 2016
9322,16.0,Nitrogen dioxide (NO2),Bensonhurst - Bay Ridge,Annual Average 2021
9323,16.0,Nitrogen dioxide (NO2),Bayside - Little Neck,Summer 2010
9324,16.0,Nitrogen dioxide (NO2),Borough Park,Annual Average 2020
9325,16.0,Nitrogen dioxide (NO2),Riverdale and Fieldston (CD8),Annual Average 2016
9326,16.0,Nitrogen dioxide (NO2),Pelham - Throgs Neck,Annual Average 2021
9327,16.0,Asthma hospitalizations due to Ozone,Williamsburg - Bushwick,2017-2019
9328,16.0,Nitrogen dioxide (NO2),Queens Village (CD13),Summer 2009
9329,16.0,Nitrogen dioxide (NO2),Coney Island (CD13),Annual Average 2012
9330,16.0,Nitrogen dioxide (NO2),Kingsbridge - Riverdale,Annual Average 2016
9331,16.0,Nitrogen dioxide (NO2),Long Island City - Astoria,Summer 2016
9332,16.0,Nitrogen dioxide (NO2),Borough Park,Annual Average 2020
9333,16.0,Asthma emergency department visits due to PM2.5,Southwest Queens,2017-2019
9334,16.0,Nitrogen dioxide (NO2),Fordham - Bronx Pk,Summer 2013
9335,16.0,Asthma emergency department visits due to PM2.5,Kingsbridge - Riverdale,2017-2019
9336,16.0,Asthma emergency departments visits due to Ozone,Gramercy Park - Murray Hill,2017-2019
9337,16.0,Nitrogen dioxide (NO2),Bronx,Annual Average 2022
9338,16.0,Nitrogen dioxide (NO2),Pelham - Throgs Neck,Annual Average 2021
9339,16.0,Nitrogen dioxide (NO2),Ridgewood - Forest Hills,Annual Average 2021
9340,16.0,Nitrogen dioxide (NO2),Northeast Bronx,Annual Average 2021
9341,16.1,Fine particles (PM 2.5),Midtown (CD5),Winter 2012-13
9342,16.1,Nitrogen dioxide (NO2),East New York,Annual Average 2021
9343,16.1,Boiler Emissions- Total NOx Emissions,Queens,2013
9344,16.1,Nitrogen dioxide (NO2),Long Island City and Astoria (CD1),Summer 2014
9345,16.1,Nitrogen dioxide (NO2),Southeast Queens,Summer 2009
9346,16.1,Fine particles (PM 2.5),Midtown (CD5),Annual Average 2009
9347,16.1,Nitrogen dioxide (NO2),Coney Island - Sheepshead Bay,Annual Average 2017
9348,16.1,Nitrogen dioxide (NO2),East Flatbush - Flatbush,Annual Average 2020
9349,16.1,Nitrogen dioxide (NO2),Southeast Queens,Summer 2009
9350,16.1,Nitrogen dioxide (NO2),East New York and Starrett City (CD5),Summer 2012
9351,16.1,Nitrogen dioxide (NO2),East New York and Starrett City (CD5),Summer 2013
9352,16.1,Nitrogen dioxide (NO2),Coney Island (CD13),Annual Average 2015
9353,16.1,Nitrogen dioxide (NO2),Kew Gardens and Woodhaven (CD9),Annual Average 2019
9354,16.1,Nitrogen dioxide (NO2),East Flatbush - Flatbush,Annual Average 2020
9355,16.1,Asthma emergency departments visits due to Ozone,West Queens,2009-2011
9356,16.1,Nitrogen dioxide (NO2),South Beach and Willowbrook (CD2),Winter 2018-19
9357,16.1,Nitrogen dioxide (NO2),Coney Island - Sheepshead Bay,Annual Average 2017
9358,16.1,Nitrogen dioxide (NO2),Bayside and Little Neck (CD11),Annual Average 2018
9359,16.1,Asthma hospitalizations due to Ozone,Union Square - Lower East Side,2005-2007
9360,16.1,Nitrogen dioxide (NO2),Northern SI,Summer 2009
9361,16.1,Nitrogen dioxide (NO2),Pelham - Throgs Neck,Summer 2012
9362,16.1,Nitrogen dioxide (NO2),St. George and Stapleton (CD1),Annual Average 2018
9363,16.1,Cardiovascular hospitalizations due to PM2.5 (age 40+),Borough Park,2015-2017
9364,16.1,Fine particles (PM 2.5),Midtown (CD5),Summer 2010
9365,16.1,Nitrogen dioxide (NO2),Pelham - Throgs Neck,Summer 2012
9366,16.1,Nitrogen dioxide (NO2),East New York,Annual Average 2021
9367,16.1,Asthma hospitalizations due to Ozone,Southeast Queens,2015-2017
9368,16.1,Asthma hospitalizations due to Ozone,High Bridge - Morrisania,2012-2014
9369,16.1,Nitrogen dioxide (NO2),Long Island City and Astoria (CD1),Annual Average 2022
9370,16.1,Ozone (O3),Gramercy Park - Murray Hill,Summer 2009
9371,16.2,Nitrogen dioxide (NO2),Southeast Queens,Annual Average 2016
9372,16.2,Nitrogen dioxide (NO2),Throgs Neck and Co-op City (CD10),Summer 2011
9373,16.2,Nitrogen dioxide (NO2),Bedford Stuyvesant - Crown Heights,Annual Average 2022
9374,16.2,Nitrogen dioxide (NO2),Jamaica,Summer 2012
9375,16.2,Nitrogen dioxide (NO2),Greenwich Village and Soho (CD2),Summer 2020
9376,16.2,Nitrogen dioxide (NO2),Queens Village (CD13),Annual Average 2016
9377,16.2,Nitrogen dioxide (NO2),Northern SI,Annual Average 2014
9378,16.2,Nitrogen dioxide (NO2),Kingsbridge Heights and Bedford (CD7),Annual Average 2019
9379,16.2,Nitrogen dioxide (NO2),Southeast Queens,Annual Average 2018
9380,16.2,Nitrogen dioxide (NO2),Flatbush and Midwood (CD14),Annual Average 2021
9381,16.2,Nitrogen dioxide (NO2),Sunset Park,Summer 2019
9382,16.2,Nitrogen dioxide (NO2),Queens Village (CD13),Summer 2010
9383,16.2,Nitrogen dioxide (NO2),Southeast Queens,Annual Average 2016
9384,16.2,Nitrogen dioxide (NO2),Staten Island,Annual Average 2011
9385,16.2,Nitrogen dioxide (NO2),Bedford Stuyvesant - Crown Heights,Annual Average 2022
9386,16.2,Nitrogen dioxide (NO2),Staten Island,Winter 2018-19
9387,16.2,Fine particles (PM 2.5),Chelsea-Village,Winter 2008-09
9388,16.2,Nitrogen dioxide (NO2),Southeast Queens,Summer 2010
9389,16.2,Nitrogen dioxide (NO2),Pelham - Throgs Neck,Annual Average 2020
9390,16.2,Nitrogen dioxide (NO2),Long Island City - Astoria,Summer 2017
9391,16.2,Nitrogen dioxide (NO2),Borough Park (CD12),Annual Average 2020
9392,16.2,Nitrogen dioxide (NO2),St. George and Stapleton (CD1),Summer 2011
9393,16.2,Nitrogen dioxide (NO2),Kingsbridge Heights and Bedford (CD7),Summer 2017
9394,16.2,Nitrogen dioxide (NO2),Parkchester and Soundview (CD9),Annual Average 2022
9395,16.2,Nitrogen dioxide (NO2),Jackson Heights (CD3),Summer 2015
9396,16.2,Cardiovascular hospitalizations due to PM2.5 (age 40+),Northeast Bronx,2009-2011
9397,16.2,Nitrogen dioxide (NO2),Northeast Bronx,Annual Average 2018
9398,16.2,Nitrogen dioxide (NO2),Southeast Queens,Annual Average 2018
9399,16.2,Nitrogen dioxide (NO2),Hunts Point and Longwood (CD2),Summer 2021
9400,16.2,Nitrogen dioxide (NO2),Bayside Little Neck-Fresh Meadows,Summer 2011
9401,16.2,Nitrogen dioxide (NO2),Washington Heights,Summer 2016
9402,16.2,Nitrogen dioxide (NO2),Flatbush and Midwood (CD14),Summer 2012
9403,16.2,Nitrogen dioxide (NO2),Sunset Park,Summer 2019
9404,16.2,Nitrogen dioxide (NO2),Ridgewood - Forest Hills,Annual Average 2019
9405,16.2,Fine particles (PM 2.5),Gramercy Park - Murray Hill,Winter 2010-11
9406,16.2,Nitrogen dioxide (NO2),Washington Heights and Inwood (CD12),Summer 2017
9407,16.2,Nitrogen dioxide (NO2),Southeast Queens,Summer 2010
9408,16.2,Nitrogen dioxide (NO2),Washington Heights,Summer 2016
9409,16.2,Asthma emergency departments visits due to Ozone,Willowbrook,2005-2007
9410,16.2,Nitrogen dioxide (NO2),Hillcrest and Fresh Meadows (CD8),Summer 2013
9411,16.2,Asthma emergency departments visits due to Ozone,Ridgewood - Forest Hills,2005-2007
9412,16.2,Nitrogen dioxide (NO2),Pelham - Throgs Neck,Annual Average 2020
9413,16.2,Nitrogen dioxide (NO2),Jamaica,Summer 2012
9414,16.2,Nitrogen dioxide (NO2),Sunset Park (CD7),Summer 2019
9415,16.2,Cardiovascular hospitalizations due to PM2.5 (age 40+),Central Harlem - Morningside Heights,2012-2014
9416,16.2,Asthma emergency department visits due to PM2.5,Willowbrook,2005-2007
9417,16.2,Nitrogen dioxide (NO2),East Flatbush (CD17),Annual Average 2020
9418,16.2,Nitrogen dioxide (NO2),Greenwich Village - SoHo,Summer 2020
9419,16.2,Respiratory hospitalizations due to PM2.5 (age 20+),Stapleton - St. George,2012-2014
9420,16.2,Nitrogen dioxide (NO2),Mott Haven and Melrose (CD1),Summer 2018
9421,16.2,Nitrogen dioxide (NO2),Northeast Bronx,Annual Average 2018
9422,16.2,Nitrogen dioxide (NO2),Long Island City - Astoria,Summer 2017
9423,16.2,Nitrogen dioxide (NO2),Ridgewood - Forest Hills,Annual Average 2019
9424,16.2,Nitrogen dioxide (NO2),Morrisania and Crotona (CD3),Summer 2016
9425,16.3,Nitrogen dioxide (NO2),St. George and Stapleton (CD1),Summer 2010
9426,16.3,Nitrogen dioxide (NO2),Northeast Bronx,Summer 2012
9427,16.3,Nitrogen dioxide (NO2),Flushing and Whitestone (CD7),Annual Average 2019
9428,16.3,Asthma emergency departments visits due to Ozone,South Beach - Tottenville,2005-2007
9429,16.3,Nitrogen dioxide (NO2),Hillcrest and Fresh Meadows (CD8),Summer 2012
9430,16.3,Nitrogen dioxide (NO2),Morningside Heights and Hamilton Heights (CD9),Summer 2019
9431,16.3,Nitrogen dioxide (NO2),Belmont and East Tremont (CD6),Summer 2016
9432,16.3,Nitrogen dioxide (NO2),Morris Park and Bronxdale (CD11),Annual Average 2021
9433,16.3,Nitrogen dioxide (NO2),South Beach and Willowbrook (CD2),Annual Average 2011
9434,16.3,Nitrogen dioxide (NO2),Greenpoint and Williamsburg (CD1),Summer 2017
9435,16.3,Nitrogen dioxide (NO2),West Queens,Summer 2015
9436,16.3,Nitrogen dioxide (NO2),Southwest Queens,Summer 2012
9437,16.3,Nitrogen dioxide (NO2),Northeast Bronx,Summer 2012
9438,16.3,Annual vehicle miles traveled,Rockaways,2010
9439,16.3,Nitrogen dioxide (NO2),Southwest Queens,Summer 2012
9440,16.3,Nitrogen dioxide (NO2),Hunts Point and Longwood (CD2),Summer 2014
9441,16.3,Nitrogen dioxide (NO2),Riverdale and Fieldston (CD8),Summer 2011
9442,16.3,Nitrogen dioxide (NO2),Brooklyn,Summer 2012
9443,16.3,Nitrogen dioxide (NO2),Borough Park (CD12),Summer 2013
9444,16.3,Nitrogen dioxide (NO2),East Flatbush - Flatbush,Annual Average 2019
9445,16.3,Cardiovascular hospitalizations due to PM2.5 (age 40+),Staten Island,2009-2011
9446,16.3,Nitrogen dioxide (NO2),Upper East Side,Summer 2020
9447,16.3,Nitrogen dioxide (NO2),Flushing - Clearview,Annual Average 2019
9448,16.3,Respiratory hospitalizations due to PM2.5 (age 20+),Bedford Stuyvesant - Crown Heights,2009-2011
9449,16.3,Nitrogen dioxide (NO2),East Flatbush - Flatbush,Annual Average 2019
9450,16.3,Nitrogen dioxide (NO2),Park Slope and Carroll Gardens (CD6),Summer 2018
9451,16.3,Nitrogen dioxide (NO2),Queens Village (CD13),Annual Average 2018
9452,16.3,Nitrogen dioxide (NO2),Kingsbridge - Riverdale,Summer 2011
9453,16.3,Nitrogen dioxide (NO2),Flushing - Clearview,Annual Average 2019
9454,16.3,Nitrogen dioxide (NO2),Kingsbridge - Riverdale,Summer 2011
9455,16.3,Nitrogen dioxide (NO2),West Queens,Summer 2015
9456,16.3,Nitrogen dioxide (NO2),Jamaica and Hollis (CD12),Summer 2012
9457,16.4,Nitrogen dioxide (NO2),Greenpoint,Summer 2017
9458,16.4,Nitrogen dioxide (NO2),Greenwich Village and Soho (CD2),Summer 2022
9459,16.4,Nitrogen dioxide (NO2),Coney Island - Sheepshead Bay,Annual Average 2013
9460,16.4,Nitrogen dioxide (NO2),Parkchester and Soundview (CD9),Annual Average 2019
9461,16.4,Nitrogen dioxide (NO2),Long Island City - Astoria,Summer 2018
9462,16.4,Nitrogen dioxide (NO2),Hunts Point and Longwood (CD2),Summer 2015
9463,16.4,Nitrogen dioxide (NO2),Woodside and Sunnyside (CD2),Summer 2015
9464,16.4,Nitrogen dioxide (NO2),East Harlem,Summer 2018
9465,16.4,Asthma hospitalizations due to Ozone,High Bridge - Morrisania,2009-2011
9466,16.4,Nitrogen dioxide (NO2),East Harlem,Summer 2018
9467,16.4,Nitrogen dioxide (NO2),South Bronx,Summer 2016
9468,16.4,Nitrogen dioxide (NO2),East Flatbush - Flatbush,Annual Average 2021
9469,16.4,Nitrogen dioxide (NO2),Downtown - Heights - Slope,Summer 2018
9470,16.4,Nitrogen dioxide (NO2),Sheepshead Bay (CD15),Annual Average 2017
9471,16.4,Nitrogen dioxide (NO2),Long Island City - Astoria,Summer 2018
9472,16.4,Nitrogen dioxide (NO2),East Harlem (CD11),Summer 2018
9473,16.4,Nitrogen dioxide (NO2),Hunts Point - Mott Haven,Summer 2014
9474,16.4,Nitrogen dioxide (NO2),Downtown - Heights - Slope,Summer 2018
9475,16.4,Nitrogen dioxide (NO2),St. George and Stapleton (CD1),Annual Average 2017
9476,16.4,Fine particles (PM 2.5),Upper East Side-Gramercy,Winter 2008-09
9477,16.4,Nitrogen dioxide (NO2),Flushing and Whitestone (CD7),Summer 2012
9478,16.4,Nitrogen dioxide (NO2),Upper East Side (CD8),Summer 2020
9479,16.4,Annual vehicle miles traveled (cars),Rockaway and Broad Channel (CD14),2010
9480,16.4,Nitrogen dioxide (NO2),Bayside and Little Neck (CD11),Summer 2010
9481,16.4,Nitrogen dioxide (NO2),Staten Island,Winter 2021-22
9482,16.4,Nitrogen dioxide (NO2),Northern SI,Annual Average 2013
9483,16.4,Cardiovascular hospitalizations due to PM2.5 (age 40+),Port Richmond,2009-2011
9484,16.4,Nitrogen dioxide (NO2),Bayside - Little Neck,Annual Average 2016
9485,16.4,Nitrogen dioxide (NO2),East Flatbush - Flatbush,Annual Average 2021
9486,16.4,Nitrogen dioxide (NO2),Elmhurst and Corona (CD4),Annual Average 2022
9487,16.4,Nitrogen dioxide (NO2),Manhattan,Summer 2021
9488,16.4,Nitrogen dioxide (NO2),Bensonhurst (CD11),Annual Average 2021
9489,16.4,Nitrogen dioxide (NO2),Bay Ridge and Dyker Heights (CD10),Annual Average 2021
9490,16.4,Nitrogen dioxide (NO2),Fresh Meadows,Summer 2013
9491,16.4,Nitrogen dioxide (NO2),Bayside - Little Neck,Annual Average 2013
9492,16.4,Nitrogen dioxide (NO2),Bay Ridge and Dyker Heights (CD10),Annual Average 2019
9493,16.4,Nitrogen dioxide (NO2),Greenpoint,Summer 2017
9494,16.4,Nitrogen dioxide (NO2),Southeast Queens,Annual Average 2017
9495,16.4,Nitrogen dioxide (NO2),Union Square-Lower Manhattan,Summer 2021
9496,16.4,Nitrogen dioxide (NO2),Elmhurst and Corona (CD4),Summer 2016
9497,16.4,Nitrogen dioxide (NO2),Bayside Little Neck-Fresh Meadows,Annual Average 2018
9498,16.4,Nitrogen dioxide (NO2),Rego Park and Forest Hills (CD6),Annual Average 2019
9499,16.4,Nitrogen dioxide (NO2),Coney Island - Sheepshead Bay,Annual Average 2013
9500,16.4,Nitrogen dioxide (NO2),Southeast Queens,Annual Average 2017
9501,16.4,Fine particles (PM 2.5),Gramercy Park - Murray Hill,Winter 2013-14
9502,16.4,Nitrogen dioxide (NO2),East Flatbush (CD17),Annual Average 2019
9503,16.5,Nitrogen dioxide (NO2),Flushing - Clearview,Summer 2012
9504,16.5,Nitrogen dioxide (NO2),South Crown Heights and Lefferts Gardens (CD9),Summer 2014
9505,16.5,Nitrogen dioxide (NO2),Bronx,Annual Average 2021
9506,16.5,Nitrogen dioxide (NO2),East Flatbush - Flatbush,Summer 2013
9507,16.5,Asthma hospitalizations due to Ozone,Brooklyn,2015-2017
9508,16.5,Nitrogen dioxide (NO2),Williamsburg - Bushwick,Summer 2015
9509,16.5,Nitrogen dioxide (NO2),Bedford Stuyvesant - Crown Heights,Summer 2014
9510,16.5,Nitrogen dioxide (NO2),Mott Haven and Melrose (CD1),Summer 2016
9511,16.5,Asthma hospitalizations due to Ozone,Downtown - Heights - Slope,2005-2007
9512,16.5,Fine particles (PM 2.5),Stuyvesant Town and Turtle Bay (CD6),Winter 2008-09
9513,16.5,Nitrogen dioxide (NO2),East Flatbush - Flatbush,Summer 2013
9514,16.5,Nitrogen dioxide (NO2),Ridgewood and Maspeth (CD5),Annual Average 2020
9515,16.5,Nitrogen dioxide (NO2),East Flatbush (CD17),Annual Average 2021
9516,16.5,Nitrogen dioxide (NO2),Brooklyn,Annual Average 2019
9517,16.5,Cardiovascular hospitalizations due to PM2.5 (age 40+),Bensonhurst - Bay Ridge,2009-2011
9518,16.5,Asthma emergency department visits due to PM2.5,Gramercy Park - Murray Hill,2015-2017
9519,16.5,Nitrogen dioxide (NO2),Bedford Stuyvesant - Crown Heights,Summer 2014
9520,16.5,Asthma emergency department visits due to PM2.5,South Beach - Tottenville,2005-2007
9521,16.5,Respiratory hospitalizations due to PM2.5 (age 20+),Central Harlem - Morningside Heights,2012-2014
9522,16.5,Nitrogen dioxide (NO2),Williamsbridge and Baychester (CD12),Annual Average 2020
9523,16.5,Nitrogen dioxide (NO2),Williamsburg - Bushwick,Summer 2015
9524,16.5,Nitrogen dioxide (NO2),South Beach and Willowbrook (CD2),Annual Average 2009
9525,16.5,Nitrogen dioxide (NO2),Greenpoint and Williamsburg (CD1),Summer 2016
9526,16.5,Nitrogen dioxide (NO2),Hunts Point - Mott Haven,Summer 2015
9527,16.5,Nitrogen dioxide (NO2),Mott Haven and Melrose (CD1),Summer 2019
9528,16.5,Nitrogen dioxide (NO2),Flushing - Clearview,Summer 2012
